2945	6383	1146
242	2864	874
5800	6596	199
851	6398	1849
3492	6399	969
258	348	30
4354	7549	1065
4575	7031	614
6428	7436	336
293	4541	1062
4395	5059	166
2371	4171	450
760	3187	809
2380	7360	1660
1024	6130	1702
1180	6088	1636
2890	6026	784
2735	4460	575
2856	5277	807
1349	3513	541
463	3427	988
398	7451	2351
3058	7418	872
408	6988	1645
409	1732	441
3895	6363	617
2994	7575	1527
3036	7506	1490
4546	7114	642
898	4622	931
6686	7442	252
2007	6054	1349
3871	7271	850
3561	7188	1209
751	3730	993
2781	5799	1006
776	1595	273
4900	5617	239
824	1325	167
6968	7394	142
849	1080	77
5249	6071	274
1170	1203	11
2046	7443	1799
1805	7448	1881
1401	2001	200
3777	3999	74
1779	1887	27
78	435	119
90	1332	621
2022	6442	2210
162	2504	1171
174	2522	1174
6352	7306	477
2039	6595	2278
233	871	319
76	728	163
3370	6384	1507
252	400	74
255	7365	2370
263	563	150
5976	6862	443
2383	6427	2022
307	6457	2050
5972	6455	161
2678	6460	1891
2381	2989	304
371	497	63
5608	6535	309
1840	3052	303
401	705	152
407	6875	2156
426	1798	686
2477	7319	2421
2478	3424	473
3473	5069	532
464	7582	3559
2527	3907	690
483	7335	1713
36	1864	457
6195	7545	450
3170	5330	720
2564	6942	2189
4613	6431	606
2574	6876	2151
3210	6044	1417
6679	7383	176
142	7525	2461
6740	7230	245
608	5480	2436
6596	7085	163
6766	7224	229
463	970	169
636	5708	2536
796	2684	944
727	6790	2021
6124	7472	337
1919	7583	2832
677	1739	531
2725	7149	2212
5735	7370	545
1630	3872	1121
721	6029	2654
1144	6103	1653
4025	5691	833
813	1757	472
1924	6421	1499
7000	7132	66
3540	4956	472
7007	7361	177
306	2040	578
919	1357	146
7075	7078	1
844	7282	2146
7091	7610	173
3015	7563	2274
995	5997	2501
7162	7351	63
3597	7167	1785
1876	5142	1633
5202	5988	393
1168	1338	85
7345	7417	36
1307	1509	101
3244	3834	118
1363	1415	26
88	5479	1797
1442	5562	2060
1736	5718	1991
645	3857	1606
1377	6879	2751
147	1421	637
2423	7349	2463
154	4264	1370
1314	6166	1213
3518	6446	1464
3549	6431	1441
1185	7051	2933
2112	3894	891
5250	7124	937
5138	7362	1112
5921	7187	633
5281	7219	969
1427	7255	2914
1127	3751	1312
5492	7320	914
148	4624	1119
5397	7517	1060
5711	7449	869
5558	7463	1905
1584	3514	965
1517	6305	1197
3994	7394	1700
1401	1879	239
1986	5754	942
3980	5770	895
4017	5783	883
1549	1827	139
1845	5931	2043
4006	6019	2013
1	2011	2010
End of rule.
583	759	11
3506	5586	160
257	6329	506
982	6910	494
4888	5368	40
3057	4212	105
2313	7615	482
458	5826	488
1362	1406	4
7598	7609	1
3235	6385	315
216	1186	97
1995	6095	410
2600	7500	490
4926	5416	49
6721	6741	2
4112	4238	14
3984	5344	136
4186	5833	183
3324	5385	229
1644	7494	650
3695	6485	279
2401	7171	477
2599	5499	290
842	4442	400
4488	4623	15
545	644	11
879	906	3
5154	5919	85
1387	3475	232
3100	3136	4
3532	4063	59
4113	5625	189
3500	4332	104
30	646	77
4036	5161	125
3701	5780	231
3497	4585	136
3001	5143	238
3420	6540	390
117	7269	894
1842	6117	475
931	6925	666
2632	5584	328
3584	5432	231
210	6090	588
1781	6965	648
515	5753	582
654	7054	800
4729	5503	86
4745	7121	264
657	3305	331
750	3558	312
4902	5742	105
4967	5095	16
5353	5929	72
6355	6915	70
6717	6933	24
3914	4256	38
1521	7562	863
3863	4465	86
3806	4150	43
66	7426	920
3692	4538	94
222	5478	657
4187	7147	370
93	1661	196
106	4578	559
1796	5177	483
125	1966	263
3242	4554	164
2232	6908	668
4280	6392	264
4328	7366	434
3846	7521	525
4381	7223	406
299	531	29
320	1216	112
349	1821	184
709	7261	936
2851	6701	550
422	730	44
550	1425	125
557	1544	141
2013	6018	445
599	1999	200
4948	6838	270
5005	5455	45
1010	1018	1
1122	1759	91
1273	2610	191
5762	6707	135
6353	7578	175
2	2263	323
4050	4344	49
4	2896	482
2312	4839	361
23	983	160
31	5022	713
2828	6725	433
3324	5207	269
3258	5886	438
1499	6779	880
48	4890	807
4147	6889	457
4151	7497	478
3683	5579	237
223	5471	656
3774	5272	214
956	5828	812
2169	6243	679
123	7139	877
3207	4737	255
138	3729	513
157	3073	486
3820	5158	223
4274	7263	427
908	4958	675
3002	7503	643
2456	4814	262
1189	7393	1034
4296	6599	329
1190	7406	1036
918	4314	566
4334	6788	409
2546	6837	613
3600	5704	263
651	7238	941
324	3992	524
627	7368	963
392	976	73
1612	5944	722
406	1204	133
749	6413	944
454	5109	665
733	7460	961
498	3996	583
2459	6225	538
2231	5843	602
4767	6849	347
4963	7531	428
4053	7490	491
1425	6249	603
981	3177	366
5279	5399	15
4927	7489	366
2747	7227	640
5510	6476	138
5915	7001	181
1830	2514	114
1988	3570	226
6831	7539	118
7527	7562	5
7544	7614	10
3	4182	597
3997	4621	104
3718	4906	198
4129	7059	586
35	50	3
2753	5603	475
4181	4985	134
101	1481	276
108	6732	1104
110	1994	314
127	1471	224
3713	5243	255
3776	6470	449
3784	4534	150
412	6797	1277
4257	6735	413
3601	7555	659
170	6603	919
173	2508	467
3705	7389	614
1254	7386	1022
4038	5736	283
927	4322	679
606	5261	931
235	1057	137
3869	6299	486
2178	7302	732
1251	6739	784
3791	7505	619
764	6899	1227
368	1468	220
389	7221	976
431	5516	1017
4513	6859	391
3926	6866	588
3232	5806	429
468	4008	590
502	5990	686
2757	7492	947
700	4660	792
2062	5182	520
966	6118	644
2660	6475	545
780	1495	143
715	2155	240
2886	6792	558
1056	1976	184
5087	7159	296
3743	6415	334
1351	1489	23
1359	1519	32
5553	6358	161
5582	5707	25
1577	2009	72
5994	7504	302
6304	7119	163
6480	6576	16
6634	7569	187
7231	7621	78
7468	7618	30
0	7595	1085
5	1169	291
4071	4151	16
11	5626	1123
22	3530	877
4145	5040	179
3606	4971	273
58	1473	283
60	6890	1366
64	789	145
69	4489	884
3761	5457	424
91	756	133
3005	4617	403
143	7471	1832
2335	5215	480
4052	5147	219
1064	5388	1081
244	6064	970
247	943	174
3765	6085	580
259	387	32
585	6870	1257
1485	7229	1436
1039	6574	1107
276	7551	1455
284	7120	1709
294	6994	1675
309	429	24
311	1481	195
3599	6907	827
336	1044	177
342	618	69
347	807	115
2915	4959	511
369	3564	639
1851	4467	327
2013	7017	834
2784	4979	439
446	7526	1416
3314	6454	628
2623	6601	663
3528	6828	550
559	5991	1358
2896	6388	582
4334	6416	347
590	7118	1088
3412	5645	319
673	3580	323
811	2719	477
818	5433	923
2668	7172	1126
4921	7014	299
826	4018	798
829	1279	75
1124	6914	965
4997	7612	523
903	7065	1027
3744	7566	637
5032	5962	186
2568	7596	838
5183	6943	352
1218	6006	798
3990	7590	450
5405	7049	274
5407	7022	323
2466	7326	810
5768	7568	360
968	3572	434
1872	4224	392
1891	1896	1
5659	6807	164
6212	7556	336
6303	7559	314
6420	7044	104
6575	7571	249
2584	2800	54
7406	7581	35
819	5763	1648
20	1733	571
83	4699	1154
84	1888	451
92	127	7
1130	5717	1529
114	5532	903
1167	6297	1026
161	3557	1132
3328	6121	931
164	3677	1171
182	5166	1246
3724	5443	573
3139	5547	602
271	1513	414
1183	5983	1600
303	2079	444
308	845	179
321	651	55
3764	5738	658
3268	6802	1178
363	4998	927
379	883	126
383	748	73
395	7055	2220
396	5951	1111
2701	5395	449
1079	6814	1147
1653	4530	959
4531	7495	741
448	1488	260
460	6613	2051
461	7355	2298
1771	5266	699
3189	6049	715
4650	7435	557
3147	6167	755
568	6296	1432
607	2407	600
1095	5610	903
620	1691	357
667	5352	937
972	6663	1897
674	7154	2160
847	6736	1963
2293	6031	1246
4807	5147	85
719	7289	1314
1598	5894	1074
4825	7540	543
762	1157	79
791	4739	987
812	6632	1455
2987	6257	654
875	7262	2129
1852	5017	1055
2970	6066	516
5035	5491	57
3161	7025	966
1034	5615	1527
1051	7446	1279
276	6816	1635
5246	7231	397
5310	6760	290
606	3062	614
4931	6811	470
1310	7222	1478
3990	7530	708
1320	6972	1413
5035	6647	403
848	7080	1558
5536	7585	683
5353	6905	388
5756	7464	427
5776	5791	3
1692	2037	69
2254	7329	725
6000	7216	304
6080	6260	45
1457	7307	1170
2230	2440	35
6631	6731	20
6739	6895	26
6894	7094	40
2881	4161	256
3119	3563	111
7462	7501	13
52	1318	422
56	2140	521
105	1704	533
115	2057	971
179	913	367
205	1053	424
120	790	134
260	3958	1849
344	936	148
5	1409	351
430	1069	213
184	940	252
3429	5324	379
4576	7232	1328
489	6709	1555
580	5616	2518
641	1233	148
2047	4803	689
720	6585	1955
4298	5882	264
2337	7487	2575
768	1056	72
4712	6080	228
868	3190	1161
4969	7217	1124
881	4514	1211
963	1847	442
1046	5122	1019
4525	7620	619
1068	2382	438
5	3200	1065
744	2068	331
1110	1210	50
4499	6529	406
4260	7491	1077
4290	7461	1057
1356	5348	1996
1298	4442	1048
5456	6806	675
1361	3594	319
31	7171	1428
1562	3592	1015
1572	2536	482
830	6955	875
2533	6901	1092
2535	7548	1671
1861	7471	935
1875	3252	459
2114	6076	1981
6087	6811	181
5336	7619	761
487	7579	1773
6361	7477	372
6367	7333	483
6418	6967	183
2361	7369	1252
2341	2617	92
6581	6959	126
2585	3545	240
6887	7112	75
6982	7244	131
7336	7570	78
7358	7403	15
1305	6979	2837
4110	7026	1458
1134	5733	1533
11	5405	1798
1914	6300	2193
60	3858	1899
2126	6518	2196
2171	6351	2090
333	4039	1853
598	3982	1692
2402	7541	1713
2604	6522	1959
93	7479	2462
2556	7434	1626
2706	7023	1439
1269	7101	1458
538	7243	2235
546	7482	2312
2955	7242	1429
3391	7087	1848
2193	3927	867
1044	7161	2039
3322	7617	859
3679	7467	1894
7469	7491	11
3418	3547	43
3835	3960	125
0	3970	3970
End of rule.
3957	3973	2
2859	7234	625
2117	2152	5
1324	3354	290
2651	7166	645
2677	3363	98
7	2485	413
617	7259	1107
2064	2130	11
2067	6921	809
1791	3657	311
1769	3773	334
102	2682	430
1067	2159	182
345	5805	910
495	3903	568
1803	6753	825
974	2534	260
5576	7226	275
374	2720	391
1324	5006	526
6891	7359	78
1433	1967	89
508	4358	770
1743	3273	306
3830	4640	135
2163	7018	971
1087	2302	243
12	7287	1455
2066	5996	786
5855	7390	307
339	3224	577
24	6799	1355
32	6557	1305
547	2472	385
2161	4141	396
61	451	78
1274	2669	279
4941	6526	317
70	440	74
1605	2250	129
1722	3737	403
1913	2453	108
4972	7072	420
100	350	50
4806	7206	480
1388	3308	384
6253	6553	60
1022	6702	1136
1844	2804	160
5557	6752	239
151	236	17
2457	6937	896
1651	3091	288
5192	7082	378
1001	2551	310
964	7364	1280
2255	7485	1046
4412	6847	487
3422	6362	588
331	2756	485
4366	7081	543
3067	5737	445
332	5726	899
2017	6067	810
365	560	39
380	2940	512
2489	2524	7
3511	6111	520
6708	6718	2
6742	6747	1
7004	7519	103
7126	7496	74
1707	2403	174
9	6337	1582
10	3402	848
2060	6320	1065
14	298	71
5668	7628	490
1712	2188	119
5688	6328	160
25	3377	838
2076	2588	128
2077	7137	1265
1458	4558	620
39	2287	562
5845	7205	340
5096	6552	364
2093	2905	203
46	6722	1669
3912	4924	253
1194	2734	308
1646	3658	503
112	248	34
6258	6558	75
118	7474	1839
662	6678	1504
124	2908	696
3733	5689	489
488	5476	1247
6014	7098	271
4252	4656	101
5447	7155	427
1029	6309	1320
2215	2935	180
5044	7580	634
3501	7341	768
195	1083	222
5270	6340	214
5444	6964	304
609	7237	1657
1287	3249	327
3800	6372	643
70	2280	442
1077	7589	1628
4361	7213	713
5376	7444	517
1819	6911	1273
1674	7062	1347
3238	5506	567
4051	7215	791
4724	7012	572
2350	7294	1236
2111	4401	458
1360	6452	1273
6459	6771	78
1299	2731	358
4718	6494	444
1483	3018	307
418	3082	666
2443	5323	720
1546	3061	303
4511	7367	714
2031	7339	1327
6763	7327	141
6785	7297	128
650	1554	226
655	1871	304
6819	7375	139
731	5199	1117
1764	7164	1080
2870	3382	128
935	1523	147
3066	3498	108
7194	7214	5
8	581	191
15	4710	1565
2063	3363	325
21	4836	1605
1383	2415	344
2947	5892	589
1327	6175	1616
1568	2336	256
6177	6936	253
964	7300	1584
5119	7259	535
525	5244	1573
1545	3222	559
238	3040	934
59	6509	2150
2516	5796	820
1623	2115	164
6214	7627	471
3106	6307	1067
467	6233	1922
98	4475	1459
853	6041	1297
6255	7439	296
116	4457	1447
661	6001	1780
1373	7093	1430
1685	2438	251
5350	6751	467
145	4270	1375
3198	5286	522
6295	7402	369
1638	2578	188
165	237	24
1766	3122	452
517	4267	1250
178	5581	1801
4275	7533	1086
4398	7296	966
187	2075	472
5881	7240	453
196	1111	305
4644	7197	851
203	3929	1242
1639	5629	1330
211	5227	1672
221	1256	345
225	3105	720
232	6637	2135
6377	7046	223
5910	7314	468
4964	6389	475
5305	6952	549
828	3816	747
2829	7470	1547
1438	2791	451
4806	6891	417
335	7280	2315
3183	5097	638
367	7407	1760
2884	6511	1209
4472	5204	244
6534	7102	142
2043	4487	611
4022	5468	482
416	947	177
6564	7275	237
6571	7258	229
4535	5465	310
520	2521	667
6654	7122	156
755	6659	1968
3977	5942	655
628	7323	1339
2609	6872	1421
6749	7391	214
1681	4852	1057
217	5265	1262
6746	7538	198
815	7295	2160
887	1299	103
3133	3213	20
7416	7616	40
2409	5795	1693
33	459	213
2162	6098	1968
45	516	157
5332	7074	871
3762	4443	227
121	1019	449
130	530	200
186	1272	543
2248	7028	2390
4009	4597	294
6371	7499	564
1800	3273	491
3882	4816	467
6435	7194	253
310	364	27
312	5541	1743
2911	7429	1506
329	7502	2391
4435	4655	110
2873	7577	1568
1493	3329	459
375	5856	1827
382	1346	482
1588	2434	282
393	453	30
4492	5592	550
6542	7572	515
562	4498	1968
445	1609	582
449	512	21
455	1109	327
5963	7247	642
6612	7392	390
469	5884	1805
2102	5192	618
1591	7591	1500
6255	7413	386
500	7040	3270
3248	7364	1372
6373	7330	319
2633	6695	1354
1873	7453	2790
4668	6756	696
4679	5081	201
547	658	37
70	1690	540
6755	7592	279
612	5670	2529
6794	7580	262
664	7357	2231
680	7346	2222
1667	4791	1562
3448	7597	1383
6883	7513	315
1179	4867	1844
2922	5901	993
832	5906	2537
837	1548	237
7036	7064	14
2942	3866	462
3283	7061	1889
3636	7090	1727
420	2034	538
609	2129	380
7136	7484	174
2876	5840	741
1380	3921	847
2098	7174	1692
1329	7233	1968
3639	7257	1206
1082	1235	51
1137	5725	2294
5236	5446	70
1149	1295	73
7428	7593	55
3397	4075	339
1412	7493	2027
1439	1589	75
1187	2036	283
1474	1786	104
2031	7626	1865
1531	1963	216
1843	5885	2021
1441	6769	2664
10	1410	700
1826	6377	1517
809	7455	3323
1239	2899	830
4950	7560	1305
933	3327	1197
21	1867	923
1238	3020	891
1956	7160	2602
1055	7567	3256
2241	3979	869
1853	7249	2698
4663	7273	870
4640	5878	619
2998	7522	2262
1223	3251	1014
1353	7481	3064
1369	3421	513
1866	7275	1803
5477	7565	1044
5490	7586	1048
5044	6904	465
5097	5925	414
1137	1813	338
1607	5683	4076
1700	1812	56
3836	3875	39
1869	3878	2009
1972	6086	2057
End of rule.
