1582	3760	198
315	5115	480
821	2301	148
228	5313	565
725	5054	481
2891	3521	70
26	4026	500
4169	4801	79
169	6761	824
3068	6436	421
712	6584	734
2532	5620	386
866	1530	83
5333	6893	195
1926	3966	255
2853	3877	128
3031	3103	8
3185	3233	6
2688	5978	470
16	2326	330
53	5121	724
732	4750	574
1339	5329	570
141	1114	139
149	3250	443
2344	5781	491
262	290	4
2020	7515	785
3149	7622	639
3333	5895	366
1641	6527	698
1159	7179	860
3488	7401	559
1036	7518	926
934	6394	780
4957	5986	147
948	2236	184
949	1045	12
2082	2243	23
2144	2683	77
2175	2693	74
6588	7512	132
6638	6680	6
6916	7182	38
2686	5530	474
13	193	30
34	1540	251
37	7315	1213
2005	4437	304
1139	7193	1009
3158	4929	253
80	7016	1156
87	3345	543
228	4855	661
109	3211	517
2871	4439	224
3383	5891	418
827	7613	1131
2591	7529	823
4251	7371	520
169	302	19
504	6174	945
2427	6767	620
1636	4316	335
4074	5658	264
1460	5792	722
2817	4677	310
1946	4952	501
3939	7191	542
53	5973	740
4571	5315	124
1031	4595	594
1802	7430	938
524	4736	702
4634	6986	392
3307	7363	676
1633	6229	766
712	3008	328
1654	3621	281
5765	5777	2
6002	6926	154
2025	3993	328
2351	3809	243
2176	3648	184
6657	6681	4
6881	7277	66
2853	3007	22
2722	6157	687
27	862	167
51	231	30
54	3279	645
77	7433	1226
4175	5680	301
2201	5521	664
119	5214	1019
378	4213	767
122	5402	1056
140	3610	694
2366	5501	627
742	5132	878
2597	5372	555
177	2387	442
2523	6898	875
327	5267	988
2185	5853	524
190	5940	1150
3825	6627	467
1118	6423	1061
251	3366	623
34	6550	1086
2487	7267	956
317	1602	257
3309	5184	375
4468	5358	178
2863	6888	805
385	1280	179
3022	5462	488
399	5954	1111
414	6930	1086
4523	6068	309
511	5531	1004
1151	5113	566
4684	4774	18
2299	5483	398
4693	6208	303
1221	4781	712
694	794	20
4838	7253	483
779	1669	178
781	3019	373
4878	7058	436
4879	7405	421
4962	5837	175
915	3407	356
1260	5960	940
1155	2277	187
1165	2689	254
777	3495	453
5374	7514	428
5437	6507	214
2272	3646	229
2451	2596	29
6	3070	766
3319	7279	792
19	6923	1726
28	1413	277
29	5589	1112
4136	5216	216
42	5110	1267
82	6852	1354
49	3889	768
4153	7509	839
62	362	75
63	2491	607
67	5697	1126
71	1123	263
72	1072	250
534	4174	910
96	7141	1409
4199	7415	804
135	3263	782
3632	4456	206
928	4268	835
4276	7356	770
3204	7516	1078
4285	5969	421
1984	6616	1158
2862	4818	489
188	5373	1037
1556	5264	927
265	285	4
703	6803	1220
268	2676	602
2592	4837	449
4015	5980	393
1942	6092	830
352	2552	550
358	2954	649
370	6562	1548
1375	5507	1033
4000	5932	483
442	3050	652
447	1602	231
452	5916	1366
2885	6221	834
2690	6422	933
1152	6867	1143
496	6144	1412
4594	6022	238
1182	5734	1138
4615	7535	730
537	5677	1028
543	4433	778
561	7573	1753
2520	5280	552
4788	6223	287
4789	6429	328
2095	7561	911
745	905	40
1341	5731	878
778	7438	1332
3910	6832	487
1928	6903	995
2696	6396	740
4917	6809	473
893	2393	375
1037	1257	55
3785	7290	701
1200	2500	260
5380	7550	434
5415	7347	483
2809	7379	914
1710	1774	16
1815	2939	281
6204	7404	300
6252	7092	210
6490	7006	129
6519	7395	219
6555	6839	71
6464	7324	172
2352	3487	227
6795	7111	79
6906	6950	11
3045	3783	123
7146	7410	66
7246	7286	10
17	353	112
18	249	77
65	5789	1908
2495	4167	418
74	149	15
4172	6242	690
94	7084	2330
97	1432	445
132	724	148
2583	5055	412
136	1684	387
153	519	122
155	7196	2347
159	1323	291
204	4686	1494
4081	4768	229
425	5300	975
2518	5254	912
256	1201	315
267	4032	753
272	6762	1298
773	5621	1212
319	7060	2247
3590	5705	423
360	5703	1781
4096	5596	375
3809	6597	697
1469	6629	1032
475	484	3
479	1418	313
3534	6684	1050
494	2542	512
527	2919	598
540	2358	606
4665	5169	168
4423	5673	250
1903	7447	1386
4678	7312	878
3281	7508	1409
775	6003	1307
603	2292	563
846	6666	1940
4730	5374	161
647	713	22
3403	7432	1343
668	2906	746
1629	6348	1573
4778	7338	512
687	4881	1398
689	1241	138
696	7304	1652
739	7168	2143
835	6892	2019
3146	7486	868
1482	6624	1714
852	6400	1387
2461	6196	1245
5077	6871	598
5134	7534	800
1041	1695	218
1048	2602	518
1266	7086	970
1141	6505	1341
1106	3272	722
1126	7384	2086
1498	7108	1870
5285	6193	227
2351	7466	1023
5485	6127	214
1512	7473	1987
5504	7292	596
1265	6750	1097
1277	5907	926
5926	7134	302
6105	7013	227
5811	7183	343
6218	7109	297
2124	2860	184
6607	7399	198
6783	6971	47
6897	7311	138
6945	7299	118
7165	7180	5
3028	3313	57
3107	3647	180
3115	3615	100
198	1982	892
220	1302	541
240	1030	395
243	3655	853
297	1417	560
301	1925	812
304	1540	412
4404	4780	188
403	1043	320
439	3148	903
4601	6205	401
615	2207	796
77	2952	575
4757	5195	146
42	3227	637
3789	5769	495
256	1594	446
746	2570	912
81	2841	690
786	2074	322
4978	6176	599
924	4220	824
939	3300	787
77	2699	874
952	2707	351
960	4473	1171
4427	6350	641
5089	6231	571
5098	5366	67
1042	1076	17
4788	5636	212
5235	6981	873
5268	7293	675
626	5276	930
5422	7352	965
2006	6578	1143
2025	6625	1150
1422	7239	1939
2717	5534	939
5560	5989	143
3269	6773	1168
1541	4268	909
3884	7478	1797
5131	7447	579
1622	2372	375
1632	3024	348
73	7163	1418
5794	7452	829
5798	5945	49
3754	6856	1034
3385	7048	1221
1751	4175	808
1788	2608	410
1823	6920	1699
6027	7283	628
2359	6034	735
3654	7431	1259
6213	7015	401
6276	7272	498
2331	3093	381
6549	7419	290
6583	7099	258
2531	4406	625
5658	7298	328
2573	4193	540
6919	7587	167
6977	7523	273
2930	3995	355
6882	7510	157
7151	7613	154
2348	3758	282
7450	7458	4
2968	4183	243
1176	7096	2960
1511	6989	2739
346	2732	1193
1552	6640	2544
1718	7150	2716
4348	7412	1532
1960	6918	2479
2418	6056	1819
54	6135	2027
2173	6973	2400
81	6453	2124
17	6590	2191
2275	7611	2668
2338	7260	2461
3919	6463	1272
2421	7235	2407
2629	6539	1955
2493	7524	1677
2571	7425	1618
6700	6970	135
2750	7342	2296
2207	3955	874
3360	7268	1954
3321	7408	4087
3274	4096	274
End of rule.
6104	6456	44
6141	6316	25
2938	4149	173
1456	7021	795
3569	6978	487
2620	3712	156
551	7265	1119
1835	2549	119
6024	6318	49
5958	6444	81
1393	6211	803
1770	2808	173
131	3893	627
6366	6486	20
441	6369	988
2474	4364	270
753	5493	790
803	4085	547
471	7071	1100
728	7052	1054
6976	7042	11
7285	7423	23
3573	3579	1
3936	4741	161
5933	6993	212
1811	2051	48
735	7325	1318
1331	6149	803
1367	4812	689
5414	6159	149
6055	6190	27
797	7507	1342
2984	4700	286
872	6182	1062
1808	3208	280
2607	5157	510
2091	7291	1040
4802	6547	349
5701	6531	166
1738	3583	369
3086	6991	781
5772	6222	90
79	514	87
1284	3419	427
5751	6961	242
3930	6815	577
3470	4380	182
3178	4883	341
1948	3043	219
5515	6265	150
142	967	165
148	7153	1401
2662	6667	801
175	2890	543
5627	7397	354
208	4024	636
1898	3688	358
1047	7157	1222
1551	3531	396
316	4061	749
579	7131	1092
1558	6948	1078
4727	4897	34
634	1534	180
2716	2846	26
722	942	44
2785	2920	27
843	1618	155
7130	7440	62
7218	7383	33
7372	7437	13
1252	1282	6
1508	1593	17
3841	3859	3
1142	7070	1482
614	6402	1447
1902	4854	738
6164	7396	308
2038	4118	520
477	6173	1424
6178	6582	101
36	752	179
5967	6395	107
40	3888	962
4138	7158	604
5727	6187	115
1215	4731	879
4143	7075	733
586	3614	757
930	5702	1193
76	1600	381
4179	5959	445
433	3833	850
1779	2507	182
438	3870	858
5977	7069	273
1217	7189	1493
2874	5542	667
5902	6374	118
1719	5869	830
5985	6543	93
518	7178	1665
6286	7270	246
6045	6339	49
147	5903	1439
152	3560	852
5623	7328	341
740	6620	1470
767	3659	723
2224	5176	738
4763	6713	390
625	2769	536
192	4672	1120
4463	6975	628
1292	4304	753
1381	7301	1480
1564	4496	733
6421	6461	10
1025	3629	651
4386	4930	136
6445	6621	44
869	6853	1496
3236	5604	592
3901	7337	859
1244	3164	384
1910	6990	1270
1245	2801	389
2977	7457	896
2473	2729	64
476	3544	767
6139	7374	247
1777	5525	937
1839	5539	925
978	4782	951
1858	5778	980
736	2032	324
1762	6134	1093
7005	7445	110
7148	7520	93
7321	7376	11
1504	1728	56
1596	1864	67
1	2761	920
384	6153	1923
2822	4772	650
5757	6390	211
6195	6393	66
55	391	112
57	804	249
1855	2626	257
4160	5228	356
2113	4294	727
68	437	123
75	234	53
86	6782	1674
88	5400	1328
3494	4529	345
3900	4776	292
683	6263	1860
126	1587	487
3710	7553	1281
2246	6275	1343
5631	6606	325
1785	2189	101
3559	4579	340
457	7409	1738
6140	6602	154
154	7117	2321
158	5842	1421
160	6514	2118
6306	7128	274
2867	4961	698
1005	4265	815
176	4391	1405
1555	6343	1596
5889	6579	230
206	1232	342
5316	6873	519
706	6124	1806
229	3520	1097
230	2363	711
1532	3032	375
873	4335	1154
